playermatch_key,match_id,player_id,batting_hand,bowling_skill,role_desc,team_id
21116,598063,201,Right-hand bat,Right-arm offbreak,Player,3
21117,598063,350,Right-hand bat,Right-arm fast-medium,Player,3
21118,598063,364,Right-hand bat,Right-arm medium,Player,3
21119,598063,391,Right-hand bat,Right-arm medium-fast,Player,3
21186,598067,29,Left-hand bat,Left-arm medium-fast,Player,6
21187,598067,41,Right-hand bat,Right-arm offbreak,Player,6
21188,598067,73,Right-hand bat,Left-arm medium-fast,Player,6
21189,598067,177,Right-hand bat,Slow left-arm orthodox,Player,6
21190,598067,187,Left-hand bat,Legbreak,Captain,6
21191,598067,192,Right-hand bat,Right-arm offbreak,Player,6
21192,598067,232,Right-hand bat,Right-arm fast-medium,Player,6
21193,598067,237,Right-hand bat,Right-arm offbreak,Keeper,6
21194,598067,262,Right-hand bat,Right-arm offbreak,Player,6
21195,598067,353,Left-hand bat,N/A,Player,6
21196,598067,368,Right-hand bat,Right-arm medium,Player,6
21197,598067,19,Left-hand bat,Right-arm medium,Player,3
21198,598067,20,Right-hand bat,Right-arm medium,CaptainKeeper,3
21199,598067,21,Left-hand bat,Right-arm offbreak,Player,3
21200,598067,23,Right-hand bat,Right-arm offbreak,Player,3
21201,598067,35,Left-hand bat,Slow left-arm orthodox,Player,3
21202,598067,71,Right-hand bat,Right-arm medium-fast,Player,3
21203,598067,109,Left-hand bat,Right-arm medium-fast,Player,3
21204,598067,185,Right-hand bat,Right-arm offbreak,Player,3
21205,598067,201,Right-hand bat,Right-arm offbreak,Player,3
21206,598067,364,Right-hand bat,Right-arm medium,Player,3
21207,598067,391,Right-hand bat,Right-arm medium-fast,Player,3
21230,598069,4,Right-hand bat,Right-arm offbreak,Captain,4
21231,598069,14,Right-hand bat,Right-arm medium,Player,4
21232,598069,67,Left-hand bat,Legbreak,Player,4
21233,598069,100,Left-hand bat,Slow left-arm orthodox,Player,4
21234,598069,120,Right-hand bat,Right-arm medium,Player,4
21235,598069,209,Right-hand bat,Right-arm medium,Player,4
21236,598069,236,Right-hand bat,Right-arm medium,Player,4
21237,598069,320,Left-hand bat,Right-arm offbreak,Player,4
21238,598069,329,Right-hand bat,Right-arm offbreak,Keeper,4
21239,598069,333,Right-hand bat,Right-arm medium,Player,4
21240,598069,454,Right-hand bat,Right-arm medium,Player,4
21241,598069,8,Right-hand bat,Right-arm medium,Captain,2
21242,598069,61,Right-hand bat,Left-arm fast-medium,Player,2
21243,598069,79,Left-hand bat,N/A,Player,2
21244,598069,81,Right-hand bat,Right-arm medium,Player,2
21245,598069,83,Left-hand bat,Slow left-arm orthodox,Player,2
21246,598069,110,Right-hand bat,Right-arm medium,Player,2
21247,598069,162,Left-hand bat,Right-arm offbreak,Player,2
21248,598069,163,Right-hand bat,Right-arm fast-medium,Player,2
21249,598069,203,Right-hand bat,Legbreak,Player,2
21250,598069,239,Right-hand bat,Legbreak googly,Keeper,2
21251,598069,349,Left-hand bat,Right-arm fast-medium,Player,2
21274,598071,14,Right-hand bat,Right-arm medium,Player,4
21275,598071,53,Left-hand bat,Right-arm offbreak,CaptainKeeper,4
21276,598071,67,Left-hand bat,Legbreak,Player,4
21277,598071,100,Left-hand bat,Slow left-arm orthodox,Player,4
21278,598071,236,Right-hand bat,Right-arm medium,Player,4
21279,598071,320,Left-hand bat,Right-arm offbreak,Player,4
21280,598071,321,Right-hand bat,Right-arm fast-medium,Player,4
21281,598071,329,Right-hand bat,Right-arm offbreak,Player,4
21282,598071,333,Right-hand bat,Right-arm medium,Player,4
21283,598071,345,Right-hand bat,Right-arm medium,Player,4
21284,598071,367,Right-hand bat,Right-arm medium,Player,4
21285,598071,50,Right-hand bat,Right-arm offbreak,Player,7
21286,598071,57,Right-hand bat,Right-arm offbreak,Captain,7
21287,598071,80,Right-hand bat,Right-arm medium,Player,7
21288,598071,88,Right-hand bat,N/A,Keeper,7
21289,598071,194,Right-hand bat,Right-arm fast,Player,7
21290,598071,207,Right-hand bat,N/A,Player,7
21291,598071,208,Right-hand bat,Right-arm offbreak,Player,7
21292,598071,221,Right-hand bat,Right-arm medium-fast,Player,7
21293,598071,305,Right-hand bat,Right-arm offbreak,Player,7
21294,598071,356,Right-hand bat,Right-arm medium-fast,Player,7
21295,598071,371,Right-hand bat,Right-arm fast,Player,7
21406,598077,6,Right-hand bat,Right-arm offbreak,Captain,5
21407,598077,32,Right-hand bat,Right-arm fast-medium,Player,5
21408,598077,39,Right-hand bat,Right-arm medium,Player,5
21409,598077,85,Right-hand bat,Right-arm medium,Player,5
21410,598077,104,Right-hand bat,Right-arm offbreak,Player,5
21411,598077,243,Right-hand bat,Right-arm medium,Player,5
21412,598077,255,Right-hand bat,Right-arm medium,Player,5
21413,598077,277,Left-hand bat,N/A,Keeper,5
21414,598077,309,Right-hand bat,Right-arm medium,Player,5
21415,598077,310,Right-hand bat,Left-arm fast-medium,Player,5
21416,598077,351,Right-hand bat,N/A,Player,5
21417,598077,50,Right-hand bat,Right-arm offbreak,Player,7
21418,598077,57,Right-hand bat,Right-arm offbreak,Captain,7
21420,598077,131,Left-hand bat,Slow left-arm orthodox,Player,7
21421,598077,147,Right-hand bat,Right-arm medium,Player,7
21422,598077,194,Right-hand bat,Right-arm fast,Player,7
21423,598077,207,Right-hand bat,N/A,Player,7
21424,598077,208,Right-hand bat,Right-arm offbreak,Player,7
21425,598077,221,Right-hand bat,Right-arm medium-fast,Player,7
21426,598077,356,Right-hand bat,Right-arm medium-fast,Player,7
21427,598077,357,Left-hand bat,Left-arm fast,Player,7
25388,1082591,27,Left-hand bat,Slow left-arm orthodox,Player,11
25389,1082591,32,Right-hand bat,Right-arm fast-medium,Captain,2
25390,1082591,42,Left-hand bat,Right-arm offbreak,Player,11
25391,1082591,73,Right-hand bat,Left-arm medium-fast,Player,11
25392,1082591,162,Left-hand bat,Right-arm offbreak,Player,2
25393,1082591,163,Right-hand bat,Right-arm fast-medium,Player,11
25394,1082591,183,Right-hand bat,NULL,Keeper,11
25395,1082591,187,Left-hand bat,Legbreak,Captain,11
25396,1082591,228,Left-hand bat,Slow left-arm orthodox,Player,11
25397,1082591,236,Right-hand bat,Right-arm medium,Player,2
25398,1082591,237,Right-hand bat,Right-arm offbreak,Keeper,2
25399,1082591,255,Right-hand bat,Right-arm medium,Player,2
25400,1082591,270,Left-hand bat,Left-arm medium-fast,Player,2
25401,1082591,299,Right-hand bat,Right-arm medium,Player,11
25402,1082591,369,Left-hand bat,Right-arm offbreak,Player,2
25403,1082591,382,Right-hand bat,Legbreak googly,Player,2
25404,1082591,385,Right-hand bat,Right-arm fast-medium,Player,11
25405,1082591,394,Right-hand bat,Right-arm offbreak,Player,11
25406,1082591,417,Left-hand bat,Right-arm offbreak,Player,2
25407,1082591,470,Right-hand bat,Left-arm medium,Player,2
25408,1082591,489,Right-hand bat,Legbreak googly,Player,11
25409,1082591,495,Right-hand bat,Left-arm fast,Player,2
25432,1082593,2,Right-hand bat,Right-arm medium,Player,13
25433,1082593,14,Right-hand bat,Right-arm medium,Player,13
25434,1082593,21,Left-hand bat,Right-arm offbreak,Captain,13
25435,1082593,31,Right-hand bat,Right-arm offbreak,Player,1
25436,1082593,40,Left-hand bat,Legbreak,Captain,1
25437,1082593,46,Right-hand bat,Right-arm medium,Keeper,1
25438,1082593,67,Left-hand bat,Legbreak,Player,1
25439,1082593,80,Right-hand bat,Right-arm medium,Player,13
25440,1082593,88,Right-hand bat,NULL,Keeper,13
25441,1082593,96,Right-hand bat,Right-arm medium,Player,1
25442,1082593,120,Right-hand bat,Right-arm medium,Player,13
25443,1082593,147,Right-hand bat,Right-arm medium,Player,13
25444,1082593,186,Left-hand bat,Slow left-arm orthodox,Player,13
25445,1082593,254,Right-hand bat,Slow left-arm orthodox,Player,13
25446,1082593,308,Right-hand bat,Right-arm offbreak,Player,1
25447,1082593,315,Left-hand bat,Right-arm offbreak,Player,1
25448,1082593,336,Right-hand bat,Slow left-arm orthodox,Player,1
25449,1082593,432,Right-hand bat,Slow left-arm chinaman,Player,13
25450,1082593,458,Right-hand bat,Left-arm fast-medium,Player,1
25451,1082593,462,Left-hand bat,Slow left-arm chinaman,Player,1
25452,1082593,479,Right-hand bat,Right-arm fast-medium,Player,1
25453,1082593,481,Right-hand bat,NULL,Player,13
25520,1082597,17,Left-hand bat,NULL,Keeper,7
25521,1082597,31,Right-hand bat,Right-arm offbreak,Player,1
25522,1082597,40,Left-hand bat,Legbreak,Captain,1
25523,1082597,46,Right-hand bat,Right-arm medium,Keeper,1
25524,1082597,50,Right-hand bat,Right-arm offbreak,Player,7
25525,1082597,57,Right-hand bat,Right-arm offbreak,Captain,7
25526,1082597,96,Right-hand bat,Right-arm medium,Player,1
25527,1082597,194,Right-hand bat,Right-arm fast,Player,7
25528,1082597,221,Right-hand bat,Right-arm medium-fast,Player,7
25529,1082597,308,Right-hand bat,Right-arm offbreak,Player,1
25530,1082597,315,Left-hand bat,Right-arm offbreak,Player,1
25531,1082597,336,Right-hand bat,Slow left-arm orthodox,Player,1
25532,1082597,344,Right-hand bat,Right-arm medium,Player,1
25533,1082597,375,Right-hand bat,Right-arm medium,Player,7
25534,1082597,400,Right-hand bat,Right-arm medium-fast,Player,7
25535,1082597,403,Left-hand bat,Left-arm fast-medium,Player,7
25536,1082597,407,Right-hand bat,NULL,Player,7
25537,1082597,413,Left-hand bat,Slow left-arm orthodox,Player,7
25538,1082597,431,Left-hand bat,Right-arm offbreak,Player,7
25539,1082597,458,Right-hand bat,Left-arm fast-medium,Player,1
25540,1082597,462,Left-hand bat,Slow left-arm chinaman,Player,1
25541,1082597,479,Right-hand bat,Right-arm fast-medium,Player,1
25608,1082601,31,Right-hand bat,Right-arm offbreak,Player,1
25609,1082601,40,Left-hand bat,Legbreak,Captain,1
25610,1082601,46,Right-hand bat,Right-arm medium,Keeper,1
25611,1082601,62,Right-hand bat,NULL,Keeper,4
25612,1082601,67,Left-hand bat,Legbreak,Player,1
25613,1082601,84,Right-hand bat,Right-arm fast-medium,Player,4
25614,1082601,96,Right-hand bat,Right-arm medium,Player,1
25615,1082601,232,Right-hand bat,Right-arm fast-medium,Player,1
25616,1082601,296,Right-hand bat,Right-arm fast,Player,4
25617,1082601,305,Right-hand bat,Right-arm offbreak,Captain,4
25618,1082601,308,Right-hand bat,Right-arm offbreak,Player,1
25619,1082601,315,Left-hand bat,Right-arm offbreak,Player,1
25620,1082601,320,Left-hand bat,Right-arm offbreak,Player,4
25621,1082601,345,Right-hand bat,Right-arm medium,Player,4
25622,1082601,364,Right-hand bat,Right-arm medium,Player,4
25623,1082601,367,Right-hand bat,Right-arm medium,Player,4
25624,1082601,374,Left-hand bat,Slow left-arm orthodox,Player,4
25625,1082601,409,Right-hand bat,Right-arm medium,Player,4
25626,1082601,427,Right-hand bat,Right-arm offbreak,Player,4
25627,1082601,458,Right-hand bat,Left-arm fast-medium,Player,1
25628,1082601,478,Right-hand bat,Right-arm fast-medium,Player,1
25629,1082601,479,Right-hand bat,Right-arm fast-medium,Player,1
25652,1082603,2,Right-hand bat,Right-arm medium,Player,13
25653,1082603,14,Right-hand bat,Right-arm medium,Player,13
25654,1082603,20,Right-hand bat,Right-arm medium,Keeper,12
25655,1082603,21,Left-hand bat,Right-arm offbreak,Captain,13
25656,1082603,35,Left-hand bat,Slow left-arm orthodox,Player,13
25657,1082603,85,Right-hand bat,Right-arm medium,Player,12
25658,1082603,87,Right-hand bat,Legbreak googly,Player,12
25659,1082603,88,Right-hand bat,NULL,Keeper,13
25660,1082603,147,Right-hand bat,Right-arm medium,Player,13
25661,1082603,186,Left-hand bat,Slow left-arm orthodox,Player,13
25662,1082603,254,Right-hand bat,Slow left-arm orthodox,Player,13
25663,1082603,306,Right-hand bat,Legbreak googly,Captain,12
25664,1082603,314,Left-hand bat,Slow left-arm orthodox,Player,12
25665,1082603,386,Right-hand bat,Legbreak googly,Player,12
25666,1082603,406,Right-hand bat,Right-arm medium,Player,12
25667,1082603,410,Left-hand bat,NULL,Player,13
25668,1082603,471,Right-handed,Right-arm medium fast,Player,13
25669,1082603,476,Left-hand bat,Right-arm fast-medium,Player,12
25670,1082603,477,Right-hand bat,Right-arm fast-medium,Player,13
25671,1082603,483,Right-hand bat,Right-arm fast,Player,12
25672,1082603,488,Right-hand bat,Right-arm medium,Player,12
25673,1082603,490,Right-hand bat,Legbreak googly,Player,12
25740,1082607,8,Right-hand bat,Right-arm medium,Captain,2
25741,1082607,20,Right-hand bat,Right-arm medium,Keeper,12
25742,1082607,32,Right-hand bat,Right-arm fast-medium,Player,2
25743,1082607,85,Right-hand bat,Right-arm medium,Player,12
25744,1082607,87,Right-hand bat,Legbreak googly,Player,12
25745,1082607,110,Right-hand bat,Right-arm medium,Player,2
25746,1082607,236,Right-hand bat,Right-arm medium,Player,2
25747,1082607,237,Right-hand bat,Right-arm offbreak,Keeper,2
25748,1082607,255,Right-hand bat,Right-arm medium,Player,2
25749,1082607,258,Right-hand bat,Right-arm fast-medium,Player,12
25750,1082607,270,Left-hand bat,Left-arm medium-fast,Player,2
25751,1082607,306,Right-hand bat,Legbreak googly,Captain,12
25752,1082607,322,Left-hand bat,Slow left-arm orthodox,Player,2
25753,1082607,346,Right-hand bat,Left-arm medium,Player,12
25754,1082607,382,Right-hand bat,Legbreak googly,Player,2
25755,1082607,386,Right-hand bat,Legbreak googly,Player,12
25756,1082607,406,Right-hand bat,Right-arm medium,Player,12
25757,1082607,452,Right-hand bat,Legbreak,Player,2
25758,1082607,461,Right-hand bat,Right-arm fast,Player,2
25759,1082607,476,Left-hand bat,Right-arm fast-medium,Player,12
25760,1082607,488,Right-hand bat,Right-arm medium,Player,12
25761,1082607,490,Right-hand bat,Legbreak googly,Player,12
25784,1082609,27,Left-hand bat,Slow left-arm orthodox,Player,11
25785,1082609,42,Left-hand bat,Right-arm offbreak,Player,11
25786,1082609,62,Right-hand bat,NULL,Keeper,4
25787,1082609,84,Right-hand bat,Right-arm fast-medium,Player,4
25788,1082609,163,Right-hand bat,Right-arm fast-medium,Player,11
25789,1082609,183,Right-hand bat,NULL,Keeper,11
25790,1082609,187,Left-hand bat,Legbreak,Captain,11
25791,1082609,216,Left-hand bat,Right-arm medium,Player,4
25792,1082609,299,Right-hand bat,Right-arm medium,Player,11
25793,1082609,305,Right-hand bat,Right-arm offbreak,Captain,4
25794,1082609,320,Left-hand bat,Right-arm offbreak,Player,4
25795,1082609,345,Right-hand bat,Right-arm medium,Player,4
25796,1082609,364,Right-hand bat,Right-arm medium,Player,4
25797,1082609,367,Right-hand bat,Right-arm medium,Player,4
25798,1082609,368,Right-hand bat,Right-arm medium,Player,11
25799,1082609,374,Left-hand bat,Slow left-arm orthodox,Player,4
25800,1082609,394,Right-hand bat,Right-arm offbreak,Player,11
25801,1082609,422,Right-hand bat,Legbreak,Player,4
25802,1082609,427,Right-hand bat,Right-arm offbreak,Player,4
25803,1082609,429,Left-hand bat,Left-arm medium,Player,11
25804,1082609,485,Right-hand bat,Right-arm offbreak,Player,11
25805,1082609,489,Right-hand bat,Legbreak googly,Player,11
25828,1082611,15,Right-hand bat,Left-arm fast-medium,Captain,6
25829,1082611,27,Left-hand bat,Slow left-arm orthodox,Player,11
25830,1082611,42,Left-hand bat,Right-arm offbreak,Player,11
25831,1082611,136,Right-hand bat,Legbreak,Player,6
25832,1082611,163,Right-hand bat,Right-arm fast-medium,Player,11
25833,1082611,183,Right-hand bat,NULL,Keeper,11
25834,1082611,187,Left-hand bat,Legbreak,Captain,11
25835,1082611,191,Right-hand bat,Right-arm fast-medium,Player,6
25836,1082611,299,Right-hand bat,Right-arm medium,Player,11
25837,1082611,339,Right-hand bat,Right-arm offbreak,Player,6
25838,1082611,350,Right-hand bat,Right-arm fast-medium,Player,6
25839,1082611,351,Right-hand bat,NULL,Player,6
25840,1082611,368,Right-hand bat,Right-arm medium,Player,11
25841,1082611,393,Right-hand bat,Legbreak googly,Player,6
25842,1082611,394,Right-hand bat,Right-arm offbreak,Player,11
25843,1082611,396,Right-hand bat,Right-arm offbreak,Player,11
25844,1082611,405,Right-hand bat,Right-arm fast,Player,6
25845,1082611,420,Left-hand bat,NULL,Keeper,6
25846,1082611,421,Right-hand bat,NULL,Player,6
25847,1082611,425,Right-hand bat,Right-arm offbreak,Player,6
25848,1082611,486,Right-hand bat,Right-arm medium-fast,Player,11
25849,1082611,489,Right-hand bat,Legbreak googly,Player,11
25960,1082617,8,Right-hand bat,Right-arm medium,Captain,2
25961,1082617,31,Right-hand bat,Right-arm offbreak,Player,1
25962,1082617,40,Left-hand bat,Legbreak,Captain,1
25963,1082617,46,Right-hand bat,Right-arm medium,Keeper,1
25964,1082617,96,Right-hand bat,Right-arm medium,Player,1
25965,1082617,110,Right-hand bat,Right-arm medium,Player,2
25966,1082617,162,Left-hand bat,Right-arm offbreak,Player,2
25967,1082617,232,Right-hand bat,Right-arm fast-medium,Player,1
25968,1082617,236,Right-hand bat,Right-arm medium,Player,2
25969,1082617,237,Right-hand bat,Right-arm offbreak,Keeper,2
25970,1082617,255,Right-hand bat,Right-arm medium,Player,2
25971,1082617,270,Left-hand bat,Left-arm medium-fast,Player,2
25972,1082617,308,Right-hand bat,Right-arm offbreak,Player,1
25973,1082617,315,Left-hand bat,Right-arm offbreak,Player,1
25974,1082617,322,Left-hand bat,Slow left-arm orthodox,Player,2
25975,1082617,371,Right-hand bat,Right-arm fast,Player,1
25976,1082617,382,Right-hand bat,Legbreak googly,Player,2
25977,1082617,452,Right-hand bat,Legbreak,Player,2
25978,1082617,462,Left-hand bat,Slow left-arm chinaman,Player,1
25979,1082617,478,Right-hand bat,Right-arm fast-medium,Player,1
25980,1082617,479,Right-hand bat,Right-arm fast-medium,Player,1
25981,1082617,495,Right-hand bat,Left-arm fast,Player,2
26026,1082621,2,Right-hand bat,Right-arm medium,Player,13
26027,1082621,8,Right-hand bat,Right-arm medium,Captain,2
26028,1082621,21,Left-hand bat,Right-arm offbreak,Captain,13
26029,1082621,35,Left-hand bat,Slow left-arm orthodox,Player,13
26030,1082621,88,Right-hand bat,NULL,Keeper,13
26031,1082621,110,Right-hand bat,Right-arm medium,Player,2
26032,1082621,162,Left-hand bat,Right-arm offbreak,Player,2
26033,1082621,236,Right-hand bat,Right-arm medium,Player,2
26034,1082621,237,Right-hand bat,Right-arm offbreak,Keeper,2
26035,1082621,254,Right-hand bat,Slow left-arm orthodox,Player,13
26036,1082621,270,Left-hand bat,Left-arm medium-fast,Player,2
26037,1082621,310,Right-hand bat,Left-arm fast-medium,Player,13
26038,1082621,322,Left-hand bat,Slow left-arm orthodox,Player,2
26039,1082621,382,Right-hand bat,Legbreak googly,Player,2
26040,1082621,410,Left-hand bat,NULL,Player,13
26041,1082621,417,Left-hand bat,Right-arm offbreak,Player,2
26042,1082621,452,Right-hand bat,Legbreak,Player,2
26043,1082621,470,Right-hand bat,Left-arm medium,Player,2
26044,1082621,471,Right-handed,Right-arm medium fast,Player,13
26045,1082621,472,Right-hand bat,Legbreak,Player,13
26046,1082621,477,Right-hand bat,Right-arm fast-medium,Player,13
26047,1082621,487,Right-hand bat,Right-arm medium,Player,13
26070,1082623,27,Left-hand bat,Slow left-arm orthodox,Player,11
26071,1082623,42,Left-hand bat,Right-arm offbreak,Player,11
26072,1082623,62,Right-hand bat,NULL,Keeper,4
26073,1082623,73,Right-hand bat,Left-arm medium-fast,Player,11
26074,1082623,84,Right-hand bat,Right-arm fast-medium,Player,4
26075,1082623,100,Left-hand bat,Slow left-arm orthodox,Player,4
26076,1082623,163,Right-hand bat,Right-arm fast-medium,Player,11
26077,1082623,183,Right-hand bat,NULL,Keeper,11
26078,1082623,187,Left-hand bat,Legbreak,Captain,11
26079,1082623,216,Left-hand bat,Right-arm medium,Player,4
26080,1082623,299,Right-hand bat,Right-arm medium,Player,11
26081,1082623,305,Right-hand bat,Right-arm offbreak,Captain,4
26082,1082623,345,Right-hand bat,Right-arm medium,Player,4
26083,1082623,364,Right-hand bat,Right-arm medium,Player,4
26084,1082623,368,Right-hand bat,Right-arm medium,Player,11
26085,1082623,374,Left-hand bat,Slow left-arm orthodox,Player,4
26086,1082623,394,Right-hand bat,Right-arm offbreak,Player,11
26087,1082623,395,Right-hand bat,Right-arm medium,Player,4
26088,1082623,396,Right-hand bat,Right-arm offbreak,Player,11
26089,1082623,415,Right-hand bat,Right-arm offbreak,Player,4
26090,1082623,422,Right-hand bat,Legbreak,Player,4
26091,1082623,489,Right-hand bat,Legbreak googly,Player,11
26202,1082629,2,Right-hand bat,Right-arm medium,Player,13
26203,1082629,20,Right-hand bat,Right-arm medium,Keeper,12
26204,1082629,21,Left-hand bat,Right-arm offbreak,Captain,13
26205,1082629,35,Left-hand bat,Slow left-arm orthodox,Player,13
26206,1082629,85,Right-hand bat,Right-arm medium,Player,12
26207,1082629,87,Right-hand bat,Legbreak googly,Player,12
26208,1082629,88,Right-hand bat,NULL,Keeper,13
26209,1082629,116,Right-hand bat,Left-arm medium,Player,13
26210,1082629,147,Right-hand bat,Right-arm medium,Player,13
26211,1082629,254,Right-hand bat,Slow left-arm orthodox,Player,13
26212,1082629,258,Right-hand bat,Right-arm fast-medium,Player,12
26213,1082629,306,Right-hand bat,Legbreak googly,Captain,12
26214,1082629,310,Right-hand bat,Left-arm fast-medium,Player,13
26215,1082629,346,Right-hand bat,Left-arm medium,Player,12
26216,1082629,386,Right-hand bat,Legbreak googly,Player,12
26217,1082629,406,Right-hand bat,Right-arm medium,Player,12
26218,1082629,410,Left-hand bat,NULL,Player,13
26219,1082629,472,Right-hand bat,Legbreak,Player,13
26220,1082629,476,Left-hand bat,Right-arm fast-medium,Player,12
26221,1082629,477,Right-hand bat,Right-arm fast-medium,Player,13
26222,1082629,488,Right-hand bat,Right-arm medium,Player,12
26223,1082629,497,Left-hand bat,Right-arm offbreak,Player,12
26246,1082631,20,Right-hand bat,Right-arm medium,Keeper,12
26247,1082631,31,Right-hand bat,Right-arm offbreak,Player,1
26248,1082631,40,Left-hand bat,Legbreak,Captain,1
26249,1082631,85,Right-hand bat,Right-arm medium,Player,12
26250,1082631,87,Right-hand bat,Legbreak googly,Player,12
26251,1082631,96,Right-hand bat,Right-arm medium,Player,1
26252,1082631,232,Right-hand bat,Right-arm fast-medium,Player,1
26253,1082631,258,Right-hand bat,Right-arm fast-medium,Player,12
26254,1082631,306,Right-hand bat,Legbreak googly,Captain,12
26255,1082631,308,Right-hand bat,Right-arm offbreak,Player,1
26256,1082631,315,Left-hand bat,Right-arm offbreak,Player,1
26257,1082631,346,Right-hand bat,Left-arm medium,Player,12
26258,1082631,371,Right-hand bat,Right-arm fast,Player,1
26259,1082631,386,Right-hand bat,Legbreak googly,Player,12
26260,1082631,406,Right-hand bat,Right-arm medium,Player,12
26261,1082631,462,Left-hand bat,Slow left-arm chinaman,Player,1
26262,1082631,476,Left-hand bat,Right-arm fast-medium,Player,12
26263,1082631,478,Right-hand bat,Right-arm fast-medium,Player,1
26264,1082631,479,Right-hand bat,Right-arm fast-medium,Player,1
26265,1082631,488,Right-hand bat,Right-arm medium,Player,12
26266,1082631,491,Right-hand bat,NULL,Keeper,1
26267,1082631,497,Left-hand bat,Right-arm offbreak,Player,12
26290,1082633,8,Right-hand bat,Right-arm medium,Captain,2
26291,1082633,32,Right-hand bat,Right-arm fast-medium,Player,2
26292,1082633,62,Right-hand bat,NULL,Keeper,4
26293,1082633,100,Left-hand bat,Slow left-arm orthodox,Player,4
26294,1082633,110,Right-hand bat,Right-arm medium,Player,2
26295,1082633,162,Left-hand bat,Right-arm offbreak,Player,2
26296,1082633,236,Right-hand bat,Right-arm medium,Player,2
26297,1082633,237,Right-hand bat,Right-arm offbreak,Keeper,2
26298,1082633,270,Left-hand bat,Left-arm medium-fast,Player,2
26299,1082633,296,Right-hand bat,Right-arm fast,Player,4
26300,1082633,305,Right-hand bat,Right-arm offbreak,Captain,4
26301,1082633,322,Left-hand bat,Slow left-arm orthodox,Player,2
26302,1082633,345,Right-hand bat,Right-arm medium,Player,4
26303,1082633,364,Right-hand bat,Right-arm medium,Player,4
26304,1082633,367,Right-hand bat,Right-arm medium,Player,4
26305,1082633,374,Left-hand bat,Slow left-arm orthodox,Player,4
26306,1082633,382,Right-hand bat,Legbreak googly,Player,2
26307,1082633,415,Right-hand bat,Right-arm offbreak,Player,4
26308,1082633,427,Right-hand bat,Right-arm offbreak,Player,4
26309,1082633,452,Right-hand bat,Legbreak,Player,2
26310,1082633,470,Right-hand bat,Left-arm medium,Player,2
26311,1082633,493,Left-hand bat,Left-arm medium,Player,4
26378,1082637,21,Left-hand bat,Right-arm offbreak,Captain,13
26379,1082637,35,Left-hand bat,Slow left-arm orthodox,Player,13
26380,1082637,62,Right-hand bat,NULL,Keeper,4
26381,1082637,80,Right-hand bat,Right-arm medium,Player,13
26382,1082637,88,Right-hand bat,NULL,Keeper,13
26383,1082637,100,Left-hand bat,Slow left-arm orthodox,Player,4
26384,1082637,116,Right-hand bat,Left-arm medium,Player,13
26385,1082637,147,Right-hand bat,Right-arm medium,Player,13
26386,1082637,254,Right-hand bat,Slow left-arm orthodox,Player,13
26387,1082637,296,Right-hand bat,Right-arm fast,Player,4
26388,1082637,305,Right-hand bat,Right-arm offbreak,Captain,4
26389,1082637,310,Right-hand bat,Left-arm fast-medium,Player,13
26390,1082637,329,Right-hand bat,Right-arm offbreak,Player,4
26391,1082637,364,Right-hand bat,Right-arm medium,Player,4
26392,1082637,367,Right-hand bat,Right-arm medium,Player,4
26393,1082637,374,Left-hand bat,Slow left-arm orthodox,Player,4
26394,1082637,410,Left-hand bat,NULL,Player,13
26395,1082637,415,Right-hand bat,Right-arm offbreak,Player,4
26396,1082637,427,Right-hand bat,Right-arm offbreak,Player,4
26397,1082637,472,Right-hand bat,Legbreak,Player,13
26398,1082637,477,Right-hand bat,Right-arm fast-medium,Player,13
26399,1082637,493,Left-hand bat,Left-arm medium,Player,4
26422,1082639,31,Right-hand bat,Right-arm offbreak,Player,1
26423,1082639,40,Left-hand bat,Legbreak,Captain,1
26424,1082639,46,Right-hand bat,Right-arm medium,Keeper,1
26425,1082639,62,Right-hand bat,NULL,Keeper,4
26426,1082639,96,Right-hand bat,Right-arm medium,Player,1
26427,1082639,100,Left-hand bat,Slow left-arm orthodox,Player,4
26428,1082639,232,Right-hand bat,Right-arm fast-medium,Player,1
26429,1082639,305,Right-hand bat,Right-arm offbreak,Captain,4
26430,1082639,315,Left-hand bat,Right-arm offbreak,Player,1
26431,1082639,336,Right-hand bat,Slow left-arm orthodox,Player,1
26432,1082639,344,Right-hand bat,Right-arm medium,Player,1
26433,1082639,345,Right-hand bat,Right-arm medium,Player,4
26434,1082639,364,Right-hand bat,Right-arm medium,Player,4
26435,1082639,367,Right-hand bat,Right-arm medium,Player,4
26436,1082639,374,Left-hand bat,Slow left-arm orthodox,Player,4
26437,1082639,390,Left-hand bat,Legbreak,Player,4
26438,1082639,415,Right-hand bat,Right-arm offbreak,Player,4
26439,1082639,424,Right-hand bat,Slow left-arm orthodox,Player,4
26440,1082639,462,Left-hand bat,Slow left-arm chinaman,Player,1
26441,1082639,478,Right-hand bat,Right-arm fast-medium,Player,1
26442,1082639,479,Right-hand bat,Right-arm fast-medium,Player,1
26443,1082639,484,Right-hand bat,Right-arm fast-medium,Player,4
26510,1082643,14,Right-hand bat,Right-arm medium,Player,13
26511,1082643,21,Left-hand bat,Right-arm offbreak,Captain,13
26512,1082643,35,Left-hand bat,Slow left-arm orthodox,Player,13
26513,1082643,42,Left-hand bat,Right-arm offbreak,Player,11
26514,1082643,88,Right-hand bat,NULL,Keeper,13
26515,1082643,116,Right-hand bat,Left-arm medium,Player,13
26516,1082643,126,Right-hand bat,Right-arm medium-fast,Player,13
