match_id,innings_no,over_id,ball_id,striker_batting_position,runs_scored,extra_runs,out_type,striker,non_striker,bowler
598011,2,15,6,4,1,0,Not Applicable,338,237,131
598011,2,17,1,8,1,0,Not Applicable,293,338,131
598011,2,17,3,8,0,0,caught,293,338,131
598011,2,17,5,4,1,0,Not Applicable,338,190,131
598011,2,17,6,9,1,0,Not Applicable,190,338,131
598011,2,19,1,9,4,0,Not Applicable,190,73,357
598011,2,19,3,9,4,0,Not Applicable,190,73,357
598011,2,19,5,10,0,0,Not Applicable,73,190,357
598011,2,19,6,10,1,0,Not Applicable,73,190,357
598011,2,1,1,1,0,0,caught,262,187,50
598011,2,1,3,2,1,0,Not Applicable,64,187,50
598011,2,1,5,3,0,0,Not Applicable,187,64,50
598011,2,1,6,3,1,0,Not Applicable,187,64,50
598011,2,3,1,2,0,0,Not Applicable,64,187,357
598011,2,3,3,2,2,0,Not Applicable,64,187,357
598011,2,3,5,2,0,0,Keeper Catch,64,187,357
598011,2,3,6,4,4,0,Not Applicable,338,187,357
598011,2,3,7,4,0,0,Not Applicable,338,187,357
598029,2,1,1,1,0,0,Not Applicable,64,41,194
598029,2,1,3,1,0,0,Not Applicable,64,41,194
598029,2,1,5,2,0,0,Not Applicable,41,64,194
598029,2,1,6,2,1,0,Not Applicable,41,64,194
598029,2,3,1,2,1,0,Not Applicable,41,64,126
598029,2,3,3,2,4,0,Not Applicable,41,64,126
598029,2,3,5,2,0,0,Not Applicable,41,64,126
598029,2,3,6,2,1,0,Not Applicable,41,64,126
598011,2,20,1,10,0,0,caught,73,190,221
598011,2,20,3,11,4,0,Not Applicable,232,190,221
598029,2,5,1,2,4,0,Not Applicable,41,64,126
598029,2,5,3,2,1,0,Not Applicable,41,64,126
598029,2,5,5,1,4,0,Not Applicable,64,41,126
598029,2,5,6,1,0,0,Not Applicable,64,41,126
598029,2,15,1,2,0,0,Not Applicable,41,64,221
598029,2,15,3,1,1,0,Not Applicable,64,41,221
598029,2,15,5,2,4,0,Not Applicable,41,64,221
598029,2,15,6,2,1,0,Not Applicable,41,64,221
598029,2,17,1,3,1,0,Not Applicable,187,41,375
598029,2,17,3,3,0,0,Not Applicable,187,41,375
598029,2,17,5,3,4,0,Not Applicable,187,41,375
598029,2,17,6,3,1,0,Not Applicable,187,41,375
598029,2,17,7,2,0,1,Not Applicable,41,187,375
598029,2,7,1,2,1,0,Not Applicable,41,64,50
598029,2,7,3,1,1,0,Not Applicable,64,41,50
598029,2,7,5,2,1,0,Not Applicable,41,64,50
598029,2,7,6,1,1,0,Not Applicable,64,41,50
598029,2,9,1,1,0,0,Not Applicable,64,41,50
598029,2,9,3,1,1,0,Not Applicable,64,41,50
598029,2,9,5,1,1,0,Not Applicable,64,41,50
598029,2,9,6,2,1,0,Not Applicable,41,64,50
598029,2,11,1,1,4,0,Not Applicable,64,41,194
598029,2,11,3,2,1,0,Not Applicable,41,64,194
598029,2,11,5,1,0,0,Not Applicable,64,41,194
598029,2,11,6,1,1,0,Not Applicable,64,41,194
598029,2,13,1,1,1,0,Not Applicable,64,41,50
598029,2,13,3,1,1,0,Not Applicable,64,41,50
598029,2,13,5,2,4,0,Not Applicable,41,64,50
598029,2,13,6,2,1,0,Not Applicable,41,64,50
1082617,1,11,3,NULL,1,0,Not Applicable,308,96,452
1082617,1,11,5,NULL,4,0,Not Applicable,96,308,452
1082617,1,11,6,NULL,1,0,Not Applicable,96,308,452
1082617,1,13,1,NULL,0,0,Not Applicable,479,308,322
1082617,1,13,3,NULL,0,0,Not Applicable,479,308,322
1082617,1,13,5,NULL,4,0,Not Applicable,479,308,322
1082617,1,13,6,NULL,0,0,Not Applicable,479,308,322
1082617,1,15,1,NULL,4,0,Not Applicable,479,308,322
1082617,1,15,3,NULL,1,0,Not Applicable,308,479,322
1082617,1,15,5,NULL,0,0,Not Applicable,479,308,322
1082617,1,15,6,NULL,1,0,Not Applicable,479,308,322
1082617,1,17,1,NULL,4,0,Not Applicable,479,308,495
1082617,1,17,3,NULL,0,0,caught,479,308,495
1082617,1,17,5,NULL,1,0,Not Applicable,308,371,495
1082617,1,17,6,NULL,1,0,Not Applicable,371,308,495
1082617,1,19,1,NULL,2,0,Not Applicable,462,232,495
1082617,1,19,3,NULL,0,0,Not Applicable,232,462,495
1082617,1,19,5,NULL,0,0,Not Applicable,232,462,495
1082617,1,19,6,NULL,0,0,Not Applicable,232,462,495
1082617,1,20,1,NULL,0,0,Not Applicable,462,232,270
1082617,1,20,3,NULL,0,0,bowled,462,232,270
1082617,1,5,1,NULL,0,0,Not Applicable,315,46,270
1082617,1,5,3,NULL,1,0,Not Applicable,46,315,270
1082617,1,5,5,NULL,1,0,Not Applicable,46,315,270
1082617,1,5,6,NULL,0,0,Not Applicable,315,46,270
1082617,1,7,1,NULL,1,0,Not Applicable,96,46,452
1082617,1,7,3,NULL,1,0,Not Applicable,31,96,452
1082617,1,7,5,NULL,1,0,Not Applicable,96,31,452
1082617,1,7,6,NULL,0,0,Not Applicable,31,96,452
1082617,1,9,1,NULL,1,0,Not Applicable,96,31,452
1082617,1,9,3,NULL,1,0,Not Applicable,31,96,452
1082617,1,9,5,NULL,0,0,Not Applicable,96,31,452
1082617,1,9,6,NULL,2,0,Not Applicable,96,31,452
1082601,2,1,1,NULL,0,1,Not Applicable,315,40,367
1082601,2,1,3,NULL,4,0,Not Applicable,315,40,367
1082601,2,1,5,NULL,0,0,Not Applicable,315,40,367
1082601,2,1,6,NULL,0,0,Not Applicable,315,40,367
1082601,2,1,7,NULL,0,0,Not Applicable,315,40,367
1082601,2,3,1,NULL,6,0,Not Applicable,315,40,367
1082601,2,3,3,NULL,0,0,Not Applicable,40,315,367
1082601,2,3,5,NULL,4,0,Not Applicable,40,315,367
1082601,2,3,6,NULL,1,0,Not Applicable,40,315,367
1082601,2,5,1,NULL,4,0,Not Applicable,40,315,305
1082601,2,5,3,NULL,4,0,Not Applicable,315,40,305
1082601,2,5,5,NULL,1,0,Not Applicable,315,40,305
1082601,2,5,6,NULL,4,0,Not Applicable,40,315,305
1082601,2,7,1,NULL,4,0,Not Applicable,40,46,364
1082601,2,7,3,NULL,1,0,Not Applicable,40,46,364
1082601,2,7,5,NULL,6,0,Not Applicable,46,40,364
1082601,2,7,6,NULL,2,0,Not Applicable,46,40,364
1082601,2,9,1,NULL,1,0,Not Applicable,46,40,409
1082601,2,9,3,NULL,4,0,Not Applicable,46,40,409
1082601,2,9,5,NULL,0,1,Not Applicable,46,40,409
1082601,2,9,6,NULL,1,0,Not Applicable,40,46,409
1082601,2,11,1,NULL,1,0,Not Applicable,40,96,296
1082601,2,11,3,NULL,1,0,Not Applicable,96,40,296
1082601,2,11,5,NULL,1,0,Not Applicable,96,40,296
1082601,2,11,6,NULL,0,0,Not Applicable,40,96,296
1082601,2,11,7,NULL,0,1,Not Applicable,40,96,296
1082601,2,13,1,NULL,1,0,Not Applicable,40,96,364
1082601,2,13,3,NULL,4,0,Not Applicable,40,96,364
1082601,2,13,5,NULL,0,0,Not Applicable,96,40,364
1082601,2,13,6,NULL,1,0,Not Applicable,96,40,364
1082601,2,15,1,NULL,1,0,Not Applicable,40,96,364
1082601,2,15,3,NULL,1,0,Not Applicable,40,96,364
1082601,2,15,5,NULL,1,0,Not Applicable,96,40,364
1082601,2,15,6,NULL,1,0,Not Applicable,40,96,364
1082601,2,17,1,NULL,1,0,Not Applicable,40,96,409
1082601,2,17,3,NULL,6,0,Not Applicable,96,40,409
1082639,2,1,1,NULL,4,0,Not Applicable,315,336,367
1082639,2,1,3,NULL,0,0,Not Applicable,315,336,367
1082639,2,1,5,NULL,4,0,Not Applicable,336,315,367
1082639,2,1,6,NULL,1,0,Not Applicable,336,315,367
1082639,2,3,1,NULL,0,0,Not Applicable,336,315,367
1082639,2,3,3,NULL,0,0,Not Applicable,336,315,367
1082639,2,3,5,NULL,1,0,Not Applicable,336,315,367
1082639,2,3,6,NULL,1,0,Not Applicable,315,336,367
1082639,2,5,1,NULL,4,0,Not Applicable,336,40,374
1082639,2,5,3,NULL,1,0,Not Applicable,336,40,374
1082639,2,5,5,NULL,0,0,Not Applicable,40,336,374
1082639,2,5,6,NULL,1,0,Not Applicable,40,336,374
1082639,2,7,1,NULL,1,0,Not Applicable,336,40,374
1082639,2,7,3,NULL,1,0,Not Applicable,40,336,374
1082639,2,7,5,NULL,1,0,Not Applicable,336,40,374
1082639,2,7,6,NULL,0,0,Not Applicable,40,336,374
1082639,2,9,1,NULL,1,0,Not Applicable,40,336,424
1082639,2,9,3,NULL,1,0,Not Applicable,40,336,424
1082639,2,9,5,NULL,0,1,Not Applicable,336,40,424
1082639,2,9,6,NULL,1,0,Not Applicable,336,40,424
1082639,2,9,7,NULL,1,0,Not Applicable,40,336,424
1082639,2,11,1,NULL,0,0,Not Applicable,96,336,374
1082639,2,11,3,NULL,0,0,Not Applicable,96,336,374
1082639,2,11,5,NULL,1,0,Not Applicable,336,96,374
1082639,2,11,6,NULL,1,0,Not Applicable,96,336,374
1082639,2,13,1,NULL,2,0,Not Applicable,336,96,424
1082639,2,13,3,NULL,0,0,Not Applicable,336,96,424
1082639,2,13,5,NULL,1,0,Not Applicable,336,96,424
1082639,2,13,6,NULL,0,0,Not Applicable,96,336,424
1082639,2,15,1,NULL,1,0,Not Applicable,96,336,374
1082639,2,15,3,NULL,2,0,Not Applicable,336,96,374
1082639,2,15,5,NULL,1,0,Not Applicable,336,96,374
1082639,2,15,6,NULL,2,0,Not Applicable,96,336,374
1082639,2,17,1,NULL,1,0,Not Applicable,96,336,364
1082639,2,17,3,NULL,0,0,Not Applicable,96,336,364
1082639,2,17,5,NULL,1,0,Not Applicable,96,336,364
1082639,2,17,6,NULL,4,0,Not Applicable,336,96,364
1082639,2,19,1,NULL,0,0,caught,31,478,364
1082639,2,19,3,NULL,0,0,Not Applicable,479,478,364
1082639,2,19,5,NULL,1,0,Not Applicable,479,478,364
1082639,2,19,6,NULL,1,0,Not Applicable,478,479,364
1082639,2,20,1,NULL,1,0,Not Applicable,478,479,367
1082639,2,20,3,NULL,2,0,Not Applicable,478,479,367
1082639,2,20,5,NULL,0,0,Not Applicable,479,478,367
1082639,2,20,6,NULL,0,0,Not Applicable,479,478,367
1082597,1,13,1,NULL,1,0,Not Applicable,308,96,50
1082597,1,13,3,NULL,1,0,Not Applicable,96,308,50
1082597,1,13,5,NULL,1,0,Not Applicable,96,308,50
1082597,1,13,6,NULL,1,0,Not Applicable,308,96,50
1082597,1,15,1,NULL,0,0,Not Applicable,308,96,50
1082597,1,15,3,NULL,0,0,Not Applicable,308,96,50
1082597,1,15,5,NULL,1,0,Not Applicable,96,308,50
1082597,1,15,6,NULL,4,0,Not Applicable,308,96,50
1082597,1,17,1,NULL,0,0,caught,308,96,194
1082597,1,17,3,NULL,0,0,Not Applicable,479,96,194
1082597,1,17,5,NULL,1,0,Not Applicable,479,96,194
1082597,1,17,6,NULL,1,0,Not Applicable,96,479,194
1082597,1,19,1,NULL,0,0,caught,479,96,194
1082597,1,19,3,NULL,1,0,Not Applicable,315,96,194
1082597,1,19,5,NULL,6,0,Not Applicable,96,315,194
1082597,1,19,6,NULL,1,0,Not Applicable,96,315,194
1082597,1,20,1,NULL,6,0,Not Applicable,96,315,403
1082597,1,20,3,NULL,0,1,Not Applicable,96,315,403
1082597,1,20,5,NULL,0,0,Not Applicable,96,315,403
1082597,1,20,6,NULL,4,0,Not Applicable,96,315,403
1082597,1,20,7,NULL,1,0,Not Applicable,96,315,403
1082597,1,1,1,NULL,1,0,Not Applicable,40,336,194
1082597,1,1,3,NULL,1,0,Not Applicable,336,40,194
1082597,1,1,5,NULL,1,0,Not Applicable,40,336,194
1082597,1,1,6,NULL,0,1,Not Applicable,336,40,194
1082597,1,1,7,NULL,4,0,Not Applicable,336,40,194
1082597,1,3,1,NULL,0,0,Not Applicable,336,40,375
1082597,1,3,3,NULL,1,1,Not Applicable,336,40,375
1082597,1,3,5,NULL,1,0,Not Applicable,40,336,375
1082597,1,3,6,NULL,1,1,Not Applicable,336,40,375
1082597,1,3,7,NULL,4,0,Not Applicable,40,336,375
1082597,1,5,1,NULL,0,0,Not Applicable,40,336,413
1082597,1,5,3,NULL,0,0,Not Applicable,46,336,413
1082597,1,5,5,NULL,0,0,caught,46,336,413
1082597,1,5,6,NULL,0,0,Not Applicable,336,96,413
1082597,1,7,1,NULL,1,0,Not Applicable,96,336,413
1082597,1,7,3,NULL,0,0,Not Applicable,96,336,413
1082597,1,7,5,NULL,1,0,Not Applicable,96,336,413
1082597,1,7,6,NULL,1,0,Not Applicable,336,96,413
1082597,1,9,1,NULL,0,0,Not Applicable,96,31,50
1082597,1,9,3,NULL,0,0,Not Applicable,31,96,50
1082597,1,9,5,NULL,1,0,Not Applicable,31,96,50
1082597,1,9,6,NULL,1,0,Not Applicable,96,31,50
1082597,1,11,1,NULL,0,0,Not Applicable,96,31,50
1082597,1,11,3,NULL,1,0,Not Applicable,96,31,50
1082597,1,11,5,NULL,1,0,Not Applicable,96,31,50
1082597,1,11,6,NULL,0,0,Not Applicable,31,96,50
1082649,1,1,1,NULL,0,0,Not Applicable,336,315,357
1082649,1,1,3,NULL,0,0,Not Applicable,336,315,357
1082649,1,1,5,NULL,2,0,Not Applicable,336,315,357
1082649,1,1,6,NULL,1,0,Not Applicable,336,315,357
1082649,1,3,1,NULL,0,0,Not Applicable,315,40,357
1082649,1,3,3,NULL,4,0,Not Applicable,40,315,357
1082649,1,3,5,NULL,1,0,Not Applicable,315,40,357
1082649,1,3,6,NULL,0,1,Not Applicable,40,315,357
1082649,1,3,7,NULL,0,0,Not Applicable,40,315,357
1082649,1,5,1,NULL,0,0,Not Applicable,315,40,166
1082649,1,5,3,NULL,1,0,Not Applicable,40,315,166
1082649,1,5,5,NULL,1,0,Not Applicable,46,40,166
1082649,1,5,6,NULL,0,0,Not Applicable,40,46,166
1082649,1,7,1,NULL,4,0,Not Applicable,40,257,166
1082649,1,7,3,NULL,1,0,Not Applicable,257,40,166
1082649,1,7,5,NULL,0,0,caught,40,257,166
1082649,1,7,6,NULL,0,0,lbw,478,257,166
1082649,1,9,1,NULL,0,0,Not Applicable,257,308,166
1082649,1,9,3,NULL,0,0,Not Applicable,257,308,166
1082649,1,9,5,NULL,1,0,Not Applicable,308,257,166
1082649,1,9,6,NULL,1,0,Not Applicable,257,308,166
1082649,1,11,1,NULL,6,0,Not Applicable,308,257,413
1082649,1,11,3,NULL,1,0,Not Applicable,308,257,413
1082649,1,11,5,NULL,1,0,Not Applicable,308,257,413
1082649,1,11,6,NULL,1,0,Not Applicable,257,308,413
1082649,1,13,1,NULL,4,0,Not Applicable,308,257,413
1082649,1,13,3,NULL,1,0,Not Applicable,308,257,413
1082649,1,13,5,NULL,0,0,Not Applicable,308,257,413
1082649,1,13,6,NULL,0,0,Not Applicable,308,257,413
1082649,1,17,1,NULL,0,2,Not Applicable,308,67,357
1082649,1,17,3,NULL,0,0,Not Applicable,371,308,357
1082649,1,17,5,NULL,0,0,Not Applicable,371,308,357
1082649,1,17,6,NULL,0,0,caught,371,308,357
1082649,1,17,7,NULL,1,0,Not Applicable,308,232,357
1082649,1,19,1,NULL,0,0,Not Applicable,232,344,194
1082649,1,19,3,NULL,0,0,Not Applicable,344,232,194
1082649,1,19,5,NULL,0,0,bowled,344,232,194
1082649,1,15,1,NULL,1,0,Not Applicable,308,257,166
1082649,1,15,3,NULL,1,0,Not Applicable,308,257,166
1082649,1,15,5,NULL,0,0,Not Applicable,257,308,166
1082649,1,15,6,NULL,0,0,caught,257,308,166
1082649,1,15,7,NULL,1,0,Not Applicable,67,308,166
598049,1,9,1,3,0,0,Not Applicable,262,187,166
598049,1,9,3,3,1,0,Not Applicable,262,187,166
598049,1,9,5,4,0,0,Not Applicable,187,262,166
598049,1,9,6,4,1,0,Not Applicable,187,262,166
598049,1,11,1,4,0,1,Not Applicable,187,262,94
598049,1,11,3,3,0,1,Not Applicable,262,187,94
598049,1,13,1,5,1,0,Not Applicable,348,237,166
598049,1,13,3,7,1,0,Not Applicable,29,348,166
598049,1,13,5,7,2,0,Not Applicable,29,348,166
598049,1,13,6,7,0,0,Not Applicable,29,348,166
598049,1,15,1,5,1,0,Not Applicable,348,29,362
598049,1,15,3,7,1,0,Not Applicable,29,348,362
598049,1,15,5,5,0,0,caught,348,29,362
598049,1,15,6,7,0,0,Not Applicable,29,192,362
598049,1,17,1,7,0,0,Not Applicable,29,192,280
598049,1,17,3,8,0,0,Not Applicable,192,29,280
598049,1,17,5,7,1,0,Not Applicable,29,293,280
598049,1,17,6,9,0,0,Not Applicable,293,29,280
598049,1,19,1,7,0,0,bowled,29,73,94
598049,1,19,3,10,0,0,Not Applicable,232,73,94
598049,1,19,5,10,0,0,Not Applicable,232,73,94
598049,1,19,6,10,2,0,Not Applicable,232,73,94
598049,1,20,1,11,0,0,bowled,73,232,280
598049,1,1,1,1,0,0,Not Applicable,64,41,94
598049,1,1,3,1,0,0,Not Applicable,64,41,94
598049,1,1,5,1,0,0,Not Applicable,64,41,94
598049,1,1,6,1,4,0,Not Applicable,64,41,94
598049,1,3,1,1,6,0,Not Applicable,64,41,94
598049,1,3,3,1,1,0,Not Applicable,64,41,94
598049,1,3,5,2,0,0,Not Applicable,41,64,94
598049,1,3,6,2,1,0,Not Applicable,41,64,94
598049,1,5,1,2,2,0,Not Applicable,41,262,280
598049,1,5,3,3,0,0,Not Applicable,262,41,280
598049,1,5,5,3,0,0,Not Applicable,262,41,280
598049,1,5,6,3,0,0,Not Applicable,262,41,280
598049,1,7,1,2,0,0,Not Applicable,41,262,280
598049,1,7,3,3,0,0,Not Applicable,262,41,280
598049,1,7,5,3,0,1,Not Applicable,262,41,280
598049,1,7,6,3,0,0,Not Applicable,262,41,280
598049,1,7,7,3,4,0,Not Applicable,262,41,280
598049,1,11,5,3,0,0,bowled,262,187,94
598049,1,11,6,5,2,0,Not Applicable,348,187,94
598007,1,3,1,3,1,0,Not Applicable,88,3,223
598007,1,3,3,3,1,0,Not Applicable,88,3,223
598007,1,3,5,3,1,0,Not Applicable,88,3,223
598007,1,3,6,1,1,0,Not Applicable,3,88,223
598007,1,1,1,1,0,0,Not Applicable,3,133,223
598007,1,1,3,1,0,0,Not Applicable,3,133,223
598007,1,1,5,2,0,0,lbw,133,3,223
598007,1,1,6,3,1,0,Not Applicable,88,3,223
598007,1,19,1,8,0,1,Not Applicable,50,221,343
598007,1,19,3,8,0,0,Not Applicable,50,221,343
598007,1,19,5,8,1,0,Not Applicable,50,221,343
598007,1,19,6,6,4,0,Not Applicable,221,50,343
598007,1,19,7,6,1,0,Not Applicable,221,50,343
598007,1,17,1,8,0,0,Not Applicable,50,221,71
598007,1,17,3,6,0,0,Not Applicable,221,50,71
598007,1,17,5,6,6,0,Not Applicable,221,50,71
598007,1,17,6,6,0,1,Not Applicable,221,50,71
598007,1,17,7,6,1,0,Not Applicable,221,50,71
598007,1,15,1,6,1,0,Not Applicable,221,50,223
598007,1,15,3,6,0,0,Not Applicable,221,50,223
598007,1,15,5,8,1,0,Not Applicable,50,221,223
598007,1,15,6,6,0,0,Not Applicable,221,50,223
598007,1,13,1,8,0,0,Not Applicable,50,221,35
598007,1,13,3,6,0,0,Not Applicable,221,50,35
598007,1,13,5,6,0,0,Not Applicable,221,50,35
598007,1,13,6,6,6,0,Not Applicable,221,50,35
598007,1,11,1,5,1,0,Not Applicable,208,221,343
598007,1,11,3,6,0,1,Not Applicable,221,208,343
598007,1,11,5,6,0,0,Not Applicable,221,147,343
598007,1,11,6,6,4,0,Not Applicable,221,147,343
598007,1,11,7,6,0,0,Not Applicable,221,147,343
598007,1,9,1,3,4,0,Not Applicable,88,208,71
598007,1,9,3,6,0,0,Not Applicable,221,208,71
598007,1,9,5,6,4,0,Not Applicable,221,208,71
598007,1,9,6,6,0,0,Not Applicable,221,208,71
598007,1,7,1,4,0,0,Keeper Catch,57,88,71
598007,1,7,3,3,2,0,Not Applicable,88,208,71
598007,1,7,5,3,0,1,Not Applicable,88,208,71
598007,1,7,6,3,4,0,Not Applicable,88,208,71
598007,1,7,7,3,0,0,Not Applicable,88,208,71
598007,1,5,1,4,0,0,Not Applicable,57,88,223
598007,1,5,3,3,3,0,Not Applicable,88,57,223
598007,1,5,5,3,0,0,Not Applicable,88,57,223
598007,1,5,6,3,0,0,Not Applicable,88,57,223
598007,1,20,1,8,1,0,Not Applicable,50,221,71
598007,1,20,3,6,1,0,Not Applicable,221,50,71
598007,1,20,5,8,1,0,Not Applicable,50,221,71
598007,1,20,6,6,6,0,Not Applicable,221,50,71
598051,1,1,1,1,0,0,Not Applicable,147,133,35
598051,1,1,3,1,0,0,Not Applicable,147,133,35
598051,1,1,5,2,1,0,Not Applicable,133,147,35
598051,1,1,6,1,2,0,Not Applicable,147,133,35
598051,1,5,1,2,0,0,Not Applicable,133,147,350
598051,1,5,3,2,0,1,Not Applicable,133,147,350
598051,1,5,5,1,0,0,Not Applicable,147,133,350
598051,1,5,6,1,0,0,Not Applicable,147,133,350
598051,1,5,7,1,4,0,Not Applicable,147,133,350
598051,1,3,1,1,0,0,Not Applicable,147,133,350
598051,1,3,3,1,1,0,Not Applicable,147,133,350
598051,1,3,5,2,1,0,Not Applicable,133,147,350
598051,1,3,6,1,3,0,Not Applicable,147,133,350
598051,1,3,7,2,0,0,Not Applicable,133,147,350
598051,1,15,1,5,0,0,Not Applicable,57,208,364
598051,1,15,3,5,1,0,Not Applicable,57,208,364
598051,1,15,5,5,1,0,Not Applicable,57,208,364
598051,1,15,6,6,1,0,Not Applicable,208,57,364
598051,1,17,1,5,1,0,Not Applicable,57,50,71
598051,1,17,3,5,1,0,Not Applicable,57,50,71
598051,1,17,5,5,4,0,Not Applicable,57,50,71
598051,1,17,6,5,1,0,Not Applicable,57,50,71
598051,1,19,1,5,4,0,Not Applicable,57,50,71
598051,1,19,3,5,2,0,Not Applicable,57,50,71
598051,1,19,5,5,0,1,Not Applicable,57,50,71
598051,1,19,6,5,0,0,Not Applicable,57,50,71
598051,1,19,7,5,1,0,Not Applicable,57,50,71
598051,1,20,1,5,4,0,Not Applicable,57,50,343
598051,1,20,3,5,1,0,Not Applicable,57,50,343
598051,1,20,5,7,4,0,Not Applicable,50,57,343
598051,1,20,6,7,2,0,Not Applicable,50,57,343
598051,1,13,1,5,1,0,Not Applicable,57,208,343
598051,1,13,3,6,2,0,Not Applicable,208,57,343
598051,1,13,5,6,1,0,Not Applicable,208,57,343
598051,1,13,6,5,1,0,Not Applicable,57,208,343
598051,1,11,1,3,0,0,Not Applicable,88,57,343
598051,1,11,3,3,0,0,Not Applicable,88,57,343
598051,1,11,5,5,1,0,Not Applicable,57,88,343
598051,1,11,6,3,1,0,Not Applicable,88,57,343
598051,1,9,1,3,0,0,Not Applicable,88,221,350
598051,1,9,3,3,0,0,Not Applicable,88,221,350
1082591,1,19,1,NULL,1,0,Not Applicable,394,27,495
1082591,1,19,3,NULL,6,0,Not Applicable,27,394,495
1082591,1,19,5,NULL,1,0,Not Applicable,385,394,495
1082591,1,19,6,NULL,0,0,Not Applicable,394,385,495
1082591,1,20,1,NULL,1,0,Not Applicable,385,394,32
1082591,1,20,3,NULL,6,0,Not Applicable,385,394,32
1082591,1,20,5,NULL,0,0,Not Applicable,385,394,32
1082591,1,20,6,NULL,6,0,Not Applicable,385,394,32
1082591,1,17,1,NULL,1,0,Not Applicable,394,27,495
1082591,1,17,3,NULL,4,0,Not Applicable,27,394,495
1082591,1,17,5,NULL,0,0,Not Applicable,394,27,495
1082591,1,17,6,NULL,1,0,Not Applicable,394,27,495
1082591,1,15,1,NULL,4,0,Not Applicable,163,27,270
1082591,1,15,3,NULL,6,0,Not Applicable,27,163,270
1082591,1,15,5,NULL,6,0,Not Applicable,163,27,270
1082591,1,15,6,NULL,1,0,Not Applicable,163,27,270
1082591,1,13,1,NULL,4,0,Not Applicable,27,163,470
1082591,1,13,3,NULL,4,0,Not Applicable,27,163,470
1082591,1,13,5,NULL,0,1,Not Applicable,27,163,470
1082591,1,13,6,NULL,2,0,Not Applicable,27,163,470
1082591,1,13,7,NULL,1,0,Not Applicable,27,163,470
1082591,1,11,1,NULL,1,0,Not Applicable,163,42,255
1082591,1,11,3,NULL,0,0,caught,42,163,255
1082591,1,11,5,NULL,2,0,Not Applicable,27,163,255
1082591,1,11,6,NULL,2,0,Not Applicable,27,163,255
1082591,1,9,1,NULL,2,0,Not Applicable,42,163,382
1082591,1,9,3,NULL,1,0,Not Applicable,163,42,382
1082591,1,9,5,NULL,2,0,Not Applicable,163,42,382
1082591,1,9,6,NULL,2,0,Not Applicable,163,42,382
1082591,1,7,1,NULL,1,0,Not Applicable,42,163,382
1082591,1,7,3,NULL,1,0,Not Applicable,163,42,382
1082591,1,7,5,NULL,1,0,Not Applicable,163,42,382
1082591,1,7,6,NULL,1,0,Not Applicable,42,163,382
1082591,1,5,1,NULL,1,0,Not Applicable,42,163,270
1082591,1,5,3,NULL,1,0,Not Applicable,42,163,270
1082591,1,5,5,NULL,4,0,Not Applicable,163,42,270
1082591,1,5,6,NULL,0,0,Not Applicable,163,42,270
1082591,1,3,1,NULL,1,0,Not Applicable,42,163,495
1082591,1,3,3,NULL,0,0,Not Applicable,163,42,495
1082591,1,3,5,NULL,1,0,Not Applicable,42,163,495
1082591,1,3,6,NULL,1,0,Not Applicable,163,42,495
1082591,1,1,1,NULL,0,0,Not Applicable,187,42,495
1082591,1,1,3,NULL,4,0,Not Applicable,187,42,495
1082591,1,1,5,NULL,0,2,Not Applicable,187,42,495
1082591,1,1,6,NULL,0,0,Not Applicable,42,187,495
1082591,1,1,7,NULL,0,1,Not Applicable,42,187,495
1082609,1,1,1,NULL,0,0,Not Applicable,187,42,367
1082609,1,1,3,NULL,0,0,Not Applicable,187,42,367
1082609,1,1,5,NULL,1,0,Not Applicable,42,187,367
1082609,1,1,6,NULL,0,1,Not Applicable,187,42,367
1082609,1,17,1,NULL,2,0,Not Applicable,187,394,364
1082609,1,17,3,NULL,1,0,Not Applicable,187,394,364
1082609,1,17,5,NULL,1,0,Not Applicable,187,394,364
1082609,1,17,6,NULL,0,0,Not Applicable,394,187,364
1082609,1,15,1,NULL,1,0,Not Applicable,183,187,84
1082609,1,15,3,NULL,1,0,Not Applicable,187,183,84
1082609,1,15,5,NULL,3,0,Not Applicable,183,187,84
1082609,1,15,6,NULL,0,1,Not Applicable,187,183,84
1082609,1,15,7,NULL,1,0,Not Applicable,183,187,84
1082609,1,13,1,NULL,1,0,Not Applicable,187,183,367
1082609,1,13,3,NULL,3,0,Not Applicable,183,187,367
1082609,1,13,5,NULL,4,0,Not Applicable,187,183,367
1082609,1,13,6,NULL,1,0,Not Applicable,187,183,367
1082609,1,11,1,NULL,4,0,Not Applicable,183,187,422
1082609,1,11,3,NULL,4,0,Not Applicable,187,183,422
1082609,1,11,5,NULL,1,0,Not Applicable,187,183,422
1082609,1,11,6,NULL,0,0,Not Applicable,183,187,422
1082609,1,9,1,NULL,0,0,Not Applicable,187,163,422
1082609,1,9,3,NULL,0,0,Not Applicable,163,187,422
1082609,1,9,5,NULL,0,0,Not Applicable,187,163,422
1082609,1,9,6,NULL,6,0,Not Applicable,187,163,422
1082609,1,7,1,NULL,1,0,Not Applicable,163,187,422
1082609,1,7,3,NULL,3,0,Not Applicable,163,187,422
1082609,1,7,5,NULL,1,0,Not Applicable,187,163,422
1082609,1,7,6,NULL,1,0,Not Applicable,163,187,422
1082609,1,5,1,NULL,1,0,Not Applicable,42,187,364
1082609,1,5,3,NULL,1,0,Not Applicable,187,42,364
1082609,1,5,5,NULL,0,0,Not Applicable,42,187,364
1082609,1,5,6,NULL,0,0,Keeper Catch,42,187,364
